affiliated_committee_name,candidate_ids,committee_id,committee_type,designation_type,name,organization_type,state,topic_weight,summary
,['H0CA07103'],C00479741,House,Principal campaign committee,RICK TUBBS FOR CONGRESS 2010,,CA,,
ALLEN VICTORY FUND,['H2GA12121'],C00504019,House,Principal campaign committee,RICK W. ALLEN FOR CONGRESS,,GA,,
,['H0VA07083'],C00481259,House,Principal campaign committee,RICK WAUGH FOR CONGRESS,,VA,,
,['H0MI05063'],C00462366,House,Principal campaign committee,RICK WILSON FOR CONGRESS,,MI,,
,['H2CA11135'],C00493403,House,Principal campaign committee,RICKY GILL FOR CONGRESS,,CA,,
NONE,[],C00428367,Party - Nonqualified,Unauthorized,RICO DEMOCRATIC GOTV,,IL,,
NONE,['H4CA03070'],C00389395,House,Authorized by a candidate,RICO OLLER FOR CONGRESS,,CA,,
,[],C00392373,PAC - Nonqualified,Unauthorized,RIETH-RILEY CONSTRUCTION CO INC FEDERAL POLITICAL ACTION COMMITTEE,Corporation,IN,,
,['H0CA44130'],C00462937,House,Principal campaign committee,RIGGS FOR CONGRESS,,CA,,
,[],C90014283,Independent expenditure filer (not a committee),Unauthorized,RIGHTCHANGE.COM II INC. (C4 ORGANIZATION),,NC,,
,[],C90011248,Independent expenditure filer (not a committee),Unauthorized,"RIGHTCHANGE.COM, INC",,NC,,
,[],C30001234,Electioneering Communication,Unauthorized,"RIGHTCHANGE.COM, INC",,NC,,
,[],C90011792,Independent expenditure filer (not a committee),Unauthorized,RIGHTCHANGE.COM INC (527 POLITICAL ORG),,NC,,
NONE,[],C00457358,PAC - Nonqualified,Unauthorized,"RIGHTCHANGE.COM POLITICAL ACTION COMMITTEE, INC.",,NC,,
IDAHO DEMOCRATIC PARTY,['H8ID01090'],C00478693,PAC - Nonqualified,Joint fundraising committee,RIGHT FOR IDAHO,,ID,,
NONE,[],C00386482,PAC - Qualified,Unauthorized,RIGHTMARCH.COM PAC INC,,DC,,
,[],C00397091,PAC - Nonqualified,Unauthorized,RIGHT MOVE,,VA,,
RIGHTON.ORG/RIGHTON THE ISSUES,[],C00487710,PAC - Nonqualified,Unauthorized,RIGHTON PAC,Membership Organization,GA,,
NONE,[],C00458067,PAC - Nonqualified,Unauthorized,RIGHT PRINCIPLES PAC,,CT,,
NONE,[],C00422188,PAC - Nonqualified,Unauthorized,"RIGHTROOTS, INC.",,VA,,
NONE,[],C00527895,PAC - Qualified,Unauthorized,RIGHTS AND RESPONSIBILITIES PAC,,DC,,
NONE,[],C00428573,PAC - Nonqualified,Unauthorized,RIGHTSENSE PAC,,TN,,
RIGHT TO LIFE OF MICHGAN,[],C00101212,PAC - Qualified,Unauthorized,RIGHT TO LIFE OF MICHIGAN POLITICAL ACTION COMMITTEE,Membership Organization,MI,,
OREGON RIGHT TO LIFE,[],C00141572,PAC - Qualified,Unauthorized,RIGHT TO LIFE/OREGON PAC,,OR,,
,[],C00428268,PAC - Qualified,Unauthorized,RIGHT TRACK PAC,,AR,,
,['H0MO04128'],C00467779,House,Principal campaign committee,RILEY FOR CONGRESS,,MO,,
NONE,['H2RI02135'],C00505990,House,Principal campaign committee,RILEY FOR CONGRESS,,RI,,
,[],C90007667,Independent expenditure filer (not a committee),Unauthorized,"RINGLARO, LEE",,CA,,
NONE,[],C00481630,PAC - Nonqualified,Unauthorized,"RINOHUNTERS PAC, THE",,TX,,
,[],C90007139,Independent expenditure filer (not a committee),Unauthorized,"RIORDAN, RICHARD J",,CA,,
RIO TINTO AMERICA INC.,[],C00243675,PAC - Qualified,Lobbyist/Registrant PAC,RIO TINTO AMERICA INC. PAC,Corporation,UT,,
,['H2MD06120'],C00492918,House,Principal campaign committee,RIPPEON FOR CONGRESS INC,,MD,,
CICILLINE,[],C00307991,PAC - Qualified,Leadership PAC,RIPPLE OF HOPE PAC,,RI,,
BILBRAY,[],C00430934,PAC - Nonqualified,Leadership PAC,RIPTIDE POLITICAL ACTION COMMITTEE,,CA,,
RHODE ISLAND STATE RIGHT TO LIFE COMMITTEE INC,[],C00426528,PAC - Nonqualified,Unauthorized,RI RIGHT TO LIFE FEDERAL PAC,,RI,,
"RISK AND INSURANCE MANAGEMENT SOCIETY, INC.",[],C00494005,PAC - Nonqualified,Lobbyist/Registrant PAC,"RISK AND INSURANCE MANAGEMENT SOCIETY, INC. PAC",Trade Association,NY,tw_banking_and_finance,Financial Businesses
RITE AID CORPORATION,[],C00104083,PAC - Qualified,Lobbyist/Registrant PAC,RITE AID CORPORATION PAC,Corporation,PA,,
NONE,[],C00487298,Hybrid PAC (with Non-Contribution Account) - Nonqualified,Unauthorized,RIVER HORSE PAC,,PA,,
,['H6WA07409'],C00426080,House,Authorized by a candidate,RIVERS FOR CONGRESS,,WA,,
NONE,[],C00396994,Party - Qualified,Unauthorized,RIVERSIDE COUNTY DEMOCRATIC PARTY,,CA,,
NONE,[],C00492652,PAC - Nonqualified,Unauthorized,RIVERSIDE COUNTY PROGRESSIVE POLITICAL ACTION COMMITTEE,,CA,,
CALIFORNIA REPUBLICAN PARTY,[],C00100644,Party - Qualified,Unauthorized,RIVERSIDE COUNTY REPUBLICAN CENTRAL COMMITTEE (FED),,CA,,
NONE,[],C00528554,Super PAC (Independent Expenditure-Only),Unauthorized,RJC VICTORY FUND,,VA,,
,['H0OK04133'],C00458992,House,Principal campaign committee,RJ HARRIS 2010,,OK,,
NONE,[],C00495366,PAC - Nonqualified,Joint fundraising committee,RMF-NCF 2011 COMMITTEE,,VA,,
REP MAJORITY FUND/NEXT CENTURY FUND,[],C00518829,PAC - Nonqualified,Joint fundraising committee,RMF-NCF 2012 COMMITTEE,,VA,,
UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,[],C00468801,PAC - Qualified,Unauthorized,"ROAD SPRINKLER FITTERS LOCAL UNION NO. 669, UA, AFL-CIO PAC",Labor Organization,MD,tw_labor,Labor Unions
ROAD TO FREEDOM POLITICAL ACTION COMMITTEE,['H6CA39020'],C00200865,PAC - Qualified,Leadership PAC,ROAD TO FREEDOM CAMPAIGN COMMITTEE,,CA,,
ROAD TO FREEDOM CAMPAIGN COMMITTEE,[],C00486043,PAC - Qualified,Leadership PAC,ROAD TO FREEDOM POLITICAL ACTION COMMITTEE,,VA,,
DUNCAN,[],C00385377,PAC - Qualified,Leadership PAC,ROAD TO VICTORY POLITICAL ACTION COMMITTEE,,TN,,
,[],C90005992,Independent expenditure filer (not a committee),Unauthorized,ROANE COUNTY DEMOCRAT WOMEN'S CLUB,,WV,,
,[],C00490813,Party - Nonqualified,Unauthorized,ROANE COUNTY REPUBLICAN PARTY PAC,,TN,,
NONE,['H0AR02123'],C00474700,House,Principal campaign committee,ROBBIE WILLS FOR CONGRESS,,AR,,
,['H8OK03047'],C00450981,House,Principal campaign committee,ROBBINS FOR CONGRESS,,OK,,
,[],C90010091,Independent expenditure filer (not a committee),Unauthorized,"ROBBINS, NANCY CATHLEEN",,TX,,
NONE,['H2UT01094'],C00374231,House,Principal campaign committee,ROB BISHOP FOR CONGRESS,,UT,,
ADERHOLT MAJORITY FUND,['H6AL04098'],C00313247,House,Principal campaign committee,ROBERT ADERHOLT FOR CONGRESS,,AL,,
,['H0CA26111'],C00485318,House,Principal campaign committee,ROBERT BROWN FOR CALIFORNIA DISTRICT 26,,CA,,
,['H0SC01196'],C00463661,House,Principal campaign committee,ROBERT DOBBS FOR CONGRESS,,SC,,
,['H2MS01080'],C00509224,House,Principal campaign committee,ROBERT ESTES FOR CONGRESS,,MS,,
"VIRGINIA REDISTRICTING DEFENSE FUND (WITTMAN, RIGELL, FORBES, HURT, GOODLATTE, CANTOR & GRIFFITH)",['H0VA05095'],C00468405,House,Principal campaign committee,ROBERT HURT FOR CONGRESS,,VA,,
,[],C90011164,Independent expenditure filer (not a committee),Unauthorized,ROBERT KIRKLAND,,TN,,
,['H0NE03183'],C00466367,House,Principal campaign committee,ROBERT LARSON CAMPAIGN ACCOUNT,,NE,,
,[],C90008749,Independent expenditure filer (not a committee),Unauthorized,ROBERT L BLACK JR,,OH,,
,['H2FL18062'],C00513945,House,Principal campaign committee,ROBERT L. CROWDER FOR CONGRESS,,FL,,
NONE,['H0NY27066'],C00482828,House,Principal campaign committee,ROBERTO FOR CONGRESS,,NY,,
,['H0MA10090'],C00480392,House,Principal campaign committee,ROBERT O'LEARY COMMITTEE,,MA,,
,['H8FL02063'],C00441030,House,Principal campaign committee,ROBERT ORTIZ FOR CONGRESS,,FL,,
,['H8NM01299'],C00443960,House,Principal campaign committee,ROBERT PIDCOCK FOR CONGRESS,,NM,,
,['H6OK03116'],C00380345,House,Principal campaign committee,ROBERTS 2002,,OK,,
NONE,['H2TX34048'],C00507202,House,Principal campaign committee,ROBERTS FOR CONGRESS,,NV,,
,['H0OH03079'],C00483644,House,Principal campaign committee,ROBERTS FOR OHIO,,OH,,
,['H6WA03150'],C00426171,House,Principal campaign committee,ROBERT TAYLOR FOR CONGRESS,,WA,,
,['H0KS04101'],C00521344,House,Principal campaign committee,ROBERT TILLMAN FOR CONGRESS,,KS,,
,['H6FL19038'],C00307694,House,Principal campaign committee,ROBERT WEXLER FOR CONGRESS COMMITTEE,,FL,,
,['H0MD01174'],C00480012,House,Principal campaign committee,ROB FISHER FOR CONGRESS,,MD,,
,['H4MD08171'],C00506691,House,Principal campaign committee,ROBIN FICKER 2012,,MD,,
DPI CHAIRS VICTORY FUND,['H2IL02172'],C00539866,House,Principal campaign committee,ROBIN KELLY FOR CONGRESS,,IL,,
NONE,[],C00275909,PAC - Qualified,Unauthorized,ROBINS KAPLAN PAC,,MN,,
,['H0TN03296'],C00463505,House,Principal campaign committee,ROBIN SMITH FOR TENNESSEE,,TN,,
,[],C90010430,Independent expenditure filer (not a committee),Unauthorized,"ROBINSON, BILL",,CA,,
,[],C00341321,PAC - Qualified,Unauthorized,ROBINSON & COLE FEDERAL POLITICAL ACTION COMMITTEE,,CT,,
,['H2TX33107'],C00508283,House,Principal campaign committee,ROBINSON FOR CONGRESS,,TX,,
,['H6MD01205'],C00428185,House,Principal campaign committee,ROBINSON FOR CONGRESS,,MD,,
,['H2OH14056'],C00518258,House,Principal campaign committee,ROBINSON FOR CONGRESS CAMPAIGN COMMITTEE,,OH,,
,['H4NC05138'],C00499715,House,Principal campaign committee,ROBINSON FOR CONGRESS.COM,,NC,,
NONE,['H0NV03033'],C00468173,House,Principal campaign committee,ROBLAUER4CONGRESS.COM,,NV,,
,['H0MA06080'],C00476606,House,Principal campaign committee,ROB MCCARTHY FOR CONGRESS,,MA,,
,['H8SC02080'],C00462770,House,Principal campaign committee,ROB MILLER FOR CONGRESS,,SC,,
,['H8SC02080'],C00446559,House,Authorized by a candidate,ROB MILLER FOR CONGRESS 2008,,SC,,
,['H0IN01077'],C00477166,House,Principal campaign committee,ROBPASTORE COMMITTEE AKA ROBPASTOR4CONGRESS COMMITTEE,,IN,,
,['H2TX35078'],C00513986,House,Principal campaign committee,ROB ROARK FOR CONGRESS CAMPAIGN,,TX,,
,['H0MI15062'],C00476168,House,Principal campaign committee,ROB STEELE FOR CONGRESS,,MI,,
,['H2OK02158'],C00504290,House,Principal campaign committee,ROB WALLACE FOR CONGRESS 2012,,OK,,
WITTMAN VICTORY COMMITTEE,['H8VA01147'],C00441014,House,Principal campaign committee,ROB WITTMAN FOR CONGRESS,,VA,,
GEORGIA VICTORY FUND,['H0GA07133'],C00482307,House,Principal campaign committee,ROB WOODALL FOR CONGRESS,,GA,,
,['H2WI01084'],C00495523,House,Authorized by a candidate,ROB ZERBAN FOR CONGRESS,,WI,,
,['H2CA46115'],C00515759,House,Principal campaign committee,ROCHA FOR CONGRESS 2012,,CA,,
ROCHE DIAGNOSTICS CORPORATION,[],C00072769,PAC - Qualified,Lobbyist/Registrant PAC,ROCHE DIAGNOSTICS CORPORATION PAC (ROCHE DXPAC),Corporation,IN,,
NONE,['H0NC04147'],C00465088,House,Principal campaign committee,ROCHE FOR CONGRESS,,NC,,
NEW YORK STATE RIGHT TO LIFE CMTE INC,[],C00105791,PAC - Nonqualified,Unauthorized,ROCHESTER AREA RIGHT TO LIFE POLITICAL ACTION COMMITTEE,Corporation w/o capital stock,NY,,
NONE,[],C00405340,PAC - Qualified,Unauthorized,ROCHESTER HIGHER EDUCATION AND RESEARCH PAC (RHER PAC),,NY,,
,[],C00459990,PAC - Nonqualified,Unauthorized,ROCHESTER REGIONAL JOINT BOARD POLITICAL EDUCATION COMMITTEE,Labor Organization,NY,,
"CORKER, JR.",[],C00436410,PAC - Qualified,Leadership PAC,ROCK CITY PAC,,TN,,
,[],C90006263,Independent expenditure filer (not a committee),Unauthorized,"ROCKEFELLER, LAURANCE",,NY,,
NONE,['H0AL05049'],C00239038,PAC - Nonqualified,Unauthorized,ROCKET CITY PAC,,AL,,
ROCK HOLDINGS INC.,[],C00388827,PAC - Qualified,Lobbyist/Registrant PAC,ROCK HOLDINGS INC. PAC,Corporation,MI,,
NONE,[],C00500330,Party - Nonqualified,Unauthorized,ROCK ISLAND COUNTY DEMOCRATIC CENTRAL COMMITTEE,,IL,,
ROCKLAND BUSINESS ASSOCIATION INC,[],C00426460,PAC - Nonqualified,Unauthorized,ROCKLAND BUSINESS ASSOCIATION INC PAC (RBA PAC),Trade Association,NY,,
,[],C00339887,PAC - Nonqualified,Unauthorized,ROCKLAND COUNTY PATROLMEN'S BENEVOLENT ASSN PAC,Labor Organization,NY,,
ROCK-TENN COMPANY,[],C00363556,PAC - Nonqualified,Unauthorized,ROCK-TENN COMPANY POLITICAL ACTION COMMITTEE,Corporation,GA,,
NONE,[],C00522607,Super PAC (Independent Expenditure-Only),Unauthorized,ROCK THE RED POLITICAL ACTION COMMITTEE INC (ROCK THE RED),,NC,,
ROCKWELL COLLINS INC.,[],C00365684,PAC - Qualified,Lobbyist/Registrant PAC,ROCKWELL COLLINS INC. EMPLOYEE PAC,Corporation,VA,,
NONE,['H0MI09115'],C00463570,House,Principal campaign committee,ROCKY FOR CONGRESS 2012,,MI,,
,[],C90005638,Independent expenditure filer (not a committee),Unauthorized,"RODGERS, T J",,CA,,
,[],C90004151,Independent expenditure filer (not a committee),Unauthorized,"RODMAN, ROBERT D",,NC,,
ALEXANDER AND REHBERG FOR CONGRESS,['H2LA05084'],C00376749,House,Principal campaign committee,RODNEY ALEXANDER FOR CONGRESS INC.,,LA,,
RODNEY DAVIS VICTORY FUND,['H2IL13120'],C00521948,House,Principal campaign committee,RODNEY FOR CONGRESS,,IL,,
NONE,[],C00535203,Super PAC (Independent Expenditure-Only),Unauthorized,RODPAC,,CA,,
NONE,['H2NV01199'],C00511162,House,Principal campaign committee,RODRIGUES FOR CONGRESS COMMITTEE,,NV,,
,['H0WA03203'],C00473413,House,Principal campaign committee,RODRIGUEZ-SALAZAR FOR CONGRESS,,WA,,
"ROETZEL & ANDRESS CO, LPA FSL PAC",[],C00228379,PAC - Qualified,Lobbyist/Registrant PAC,"ROETZEL & ANDRESS CO, LPA FSL PAC",Corporation,OH,,
NONE,['H4CA12055'],C00503185,House,Principal campaign committee,RO FOR CONGRESS INC,,CA,,
,['H2WA08141'],C00492793,House,Principal campaign committee,ROGER GOODMAN FOR CONGRESS,,WA,,
,['H6TX01196'],C00454389,House,Principal campaign committee,ROGER OWEN FOR CONGRESS,,TX,,
ROGERS GROUP INC.,[],C00277152,PAC - Qualified,Unauthorized,ROGERS GROUP INC. POLITICAL ACTION COMMITTEE,Corporation,TN,,
-,['H6NC05109'],C00421867,House,Principal campaign committee,ROGER SHARPE FOR CONGRESS,,VA,,
ROGER FOR CONGRESS VICTORY FUND,['H2TX33040'],C00498121,House,Principal campaign committee,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,,TX,,
,['H2IL16057'],C00521500,House,Principal campaign committee,ROHL FOR CONGRESS,,IL,,
CALIFORNIA VICTORY 2018,['H8CA42061'],C00224691,House,Principal campaign committee,ROHRABACHER FOR CONGRESS,,CA,,
,[],C00131219,PAC - Qualified,Unauthorized,ROLLINS INC POLITICAL ACTION COMMITTEE,Corporation,GA,,
HASTINGS FOR CONGRESS CAMPAIGN COMMITTEE,[],C00497578,PAC - Nonqualified,Unauthorized,ROLL ON COLUMBIA POLITICAL ACTION COMMITTEE,,VA,,
ROLLS-ROYCE NORTH AMERICA HOLDINGS INC.,[],C00296822,PAC - Qualified,Lobbyist/Registrant PAC,ROLLS-ROYCE NORTH AMERICA HOLDINGS INC. PAC (ROLLS-ROYCE NORTH AMERICA PAC),Corporation,VA,,
,['H0FL25079'],C00486167,House,Principal campaign committee,ROLY ARROJO FOR CONGRESS,,FL,,
,['H2FL26032'],C00519660,House,Principal campaign committee,ROMERO ROSES FOR CONGRESS,,FL,,
NONE,['P80003353'],C00529859,Super PAC (Independent Expenditure-Only),Unauthorized,ROMNEY'S DOG HOUSE,,NY,,
NONE,['P80003353'],C00518282,PAC - Nonqualified,Joint fundraising committee,"ROMNEY VICTORY, INC.",,MA,,
,['H8TX22198'],C00447110,House,Principal campaign committee,RONALD BARKLEY INDEPENDENT FOR CONGRESS,,TX,,
,['H2OR03105'],C00525485,House,Principal campaign committee,RONALD GREEN FOR CONGRESS,,OR,,
,[],C90006503,Independent expenditure filer (not a committee),Unauthorized,RONALD J RILEY,,MI,,
NONE,[],C00406983,PAC - Nonqualified,Unauthorized,RONALD REGAN VOTER REGISTRATION PAC,,CA,,
BARBER-VICTORY FUND,['H2AZ08094'],C00512129,House,Principal campaign committee,RON BARBER FOR CONGRESS,,AZ,,
,['H2WA07101'],C00524942,House,Principal campaign committee,RON BEMIS FOR CONGRESS,,WA,,
,['H2CA37262'],C00500488,House,Principal campaign committee,RON CALDERON FOR CONGRESS,,CA,,
NONE,['H2FL00292'],C00511568,House,Principal campaign committee,RON DESANTIS FOR FLORIDA,,FL,,
,['H0VA05103'],C00468900,House,Principal campaign committee,RON FERRIN FOR CONGRESS,,VA,,
,['H2TN03169'],C00519447,House,Principal campaign committee,RON FOR CONGRESS,,TN,,
,['H0TN04229'],C00483636,House,Principal campaign committee,RON HARWELL 4 CONGRESS,,TN,,
,['H2MD06211'],C00510693,House,Principal campaign committee,RONLITTLE4CONGRESS,,MD,,
,['H6AL05038'],C00048371,House,Principal campaign committee,RONNIE G FLIPPO COMMITTEE,,AL,,
,['H2TX27216'],C00516773,House,Principal campaign committee,RONNIE MCDONALD CAMPAIGN,,TX,,
NONE,[],C00507921,Super PAC (Independent Expenditure-Only),Unauthorized,RON PAUL VOLUNTEERS PAC,,FL,,
,['H2LA03055'],C00528059,House,Principal campaign committee,RON RICHARD FOR CONGRESS,,LA,,
,['H2MS04175'],C00510289,House,Principal campaign committee,RON VINCENT FOR CONGRESS COMMITTEE,,MS,,
,[],C30001937,Electioneering Communication,Unauthorized,"RON VINCENT FOR CONGRESS COMMITTEE, VINCENT J",,MS,,
,['H2IL09128'],C00507301,House,Principal campaign committee,RON WALLACE FOR CONGRESS COMMITTEE,,IL,,
,['H2MS04217'],C00521773,House,Principal campaign committee,RON WILLIAMS US CONGRESS,,MS,,
,[],C90006347,Independent expenditure filer (not a committee),Unauthorized,"ROONEY, J PATRICK",,IN,,
,[],C90009200,Independent expenditure filer (not a committee),Unauthorized,"ROOSEVELT, THEODORE IV",,NY,,
ROQUETTE AMERICA INC,[],C00292938,PAC - Nonqualified,Unauthorized,"ROQUETTE AMERICA, INC. PAC",Corporation,IA,,
,['H2CT05206'],C00504985,House,Principal campaign committee,RORABACK FOR CONGRESS,,CT,,
,[],C90004292,Independent expenditure filer (not a committee),Unauthorized,"ROSAPEPE, JAMES C",,MD,,
,['H0DE01025'],C00473421,House,Authorized by a candidate,ROSE IZZO FOR CONGRESS,,DE,,
,['H2TX27133'],C00504498,House,Principal campaign committee,ROSE MEZA HARRISON FOR CONGRESS,,TX,,
ROSKAM VICTORY COMMITTEE,['H6IL06117'],C00410969,House,Principal campaign committee,ROSKAM FOR CONGRESS COMMITTEE,,FL,,
NRSC,['S0WA00357'],C00488916,PAC - Nonqualified,Joint fundraising committee,ROSSI VICTORY COMMITTEE,,VA,,
,['H0WI08117'],C00471144,House,Principal campaign committee,ROTH FOR CONGRESS,,WI,,
NONE,[],C00355149,PAC - Qualified,Unauthorized,ROUGH RIDER PAC; THE,,NY,,
,['H6WA02145'],C00411009,House,Principal campaign committee,ROULSTONE FOR CONGRESS,,WA,,
,['H0NC03099'],C00474551,House,Principal campaign committee,ROUSE FOR HOUSE COMMITTEE,,NC,,
"ROYAL TEN CATE (USA), INC.",[],C00523605,PAC - Qualified,Lobbyist/Registrant PAC,ROYAL TEN CATE USA INC PAC ('TENCATE PAC'),Corporation,DC,,
,['H6OK05236'],C00467282,House,Principal campaign committee,ROY FOR CONGRESS,,OK,,
ROY MORALES FOR CONGRESS,['H0TX29075'],C00472787,House,Principal campaign committee,ROY MORALES FOR CONGRESS,,TX,,
,['H6IA05123'],C00427799,House,Principal campaign committee,ROY NIELSEN FOR CONGRESS COMMITTEE,,IA,,
RPM INTERNATIONAL INC.,[],C00402081,PAC - Qualified,Unauthorized,"RPM INTERNATIONAL INC. MANUFACTURING IN AMERICA PAC, DBA RPM MANUFACTURING IN AMERICA PAC",Corporation,OH,,
R.R. DONNELLEY & SONS COMPANY,[],C00033977,PAC - Qualified,Unauthorized,R.R. DONNELLEY & SONS COMPANY GOOD GOVERNMENT FUND,Corporation,IL,,
"RRI ENERGY, INC.",[],C00081455,PAC - Qualified,Unauthorized,"RRI ENERGY, INC. POLITICAL ACTION COMMITTEE",Corporation,TX,,
RTI INTERNATIONAL METALS INC,[],C00350280,PAC - Qualified,Unauthorized,RTI INTERNATIONAL METALS INC PAC,Corporation,PA,,
,[],C00459818,PAC - Nonqualified,Unauthorized,RTOPAC,,FL,,
NONE,['H6TX15055'],C00310896,House,Principal campaign committee,RUBEN HINOJOSA FOR CONGRESS,,TX,,
KIHUEN VICTORY FUND,['H2NV00050'],C00502773,House,Principal campaign committee,RUBEN KIHUEN FOR CONGRESS,,NV,,
RECLAIM AMERICA PAC,['S0FL00338'],C00519736,PAC - Nonqualified,Joint fundraising committee,RUBIO/RECLAIM AMERICA JOINT COMMITTEE,,VA,,
NRSC REP PTY OF FLORIDA,['S0FL00338'],C00485193,PAC - Nonqualified,Joint fundraising committee,RUBIO VICTORY COMMITTEE,,VA,,
NONE,['S0FL00338'],C00494617,PAC - Nonqualified,Joint fundraising committee,RUBIO VICTORY COMMITTEE,,VA,,
,['H0GA02225'],C00475939,House,Principal campaign committee,RUDY ADAMS FOR US CONGRESS COMMITTEE,,GA,,
,['H0FL17118'],C00468652,House,Principal campaign committee,RUDY MOISE FOR CONGRESS,,FL,,
NONE,['H2TX15047'],C00506675,House,Principal campaign committee,RUEBEN RAMIREZ HINOJOSA FOR CONGRESS,,TX,,
,[],C90004615,Independent expenditure filer (not a committee),Unauthorized,"RUFF, ARTHUR L",,TX,,
,[],C90010745,Independent expenditure filer (not a committee),Unauthorized,"RUFFIER, JOHN DANIEL",,FL,,
NONE,[],C00124040,PAC - Qualified,Unauthorized,RUFF POLITICAL ACTION COMMITTEE (RUFF-PAC),Membership Organization,VA,,
NONE,['H2CA36439'],C00525402,PAC - Nonqualified,Joint fundraising committee,RUIZ VICTORY FUND,,CA,,
,['H0NJ03146'],C00473306,House,Principal campaign committee,RULLO FOR CONGRESS 2010,,NJ,,
,[],C90005935,Independent expenditure filer (not a committee),Unauthorized,"RUMBAUGH, RICHARD LEE",,OH,,
,[],C00412429,PAC - Nonqualified,Unauthorized,RUNNING FOR CHANGE DC PAC,,DC,,
,[],C90008590,Independent expenditure filer (not a committee),Unauthorized,"RUPP, BENJAMIN B",,OH,,
NONE,[],C00429589,PAC - Nonqualified,Leadership PAC,RURAL AMERICA POLICY COMMITTEE,,SD,,
,[],C00490839,PAC - Nonqualified,Unauthorized,RURAL DEMOCRAT NETWORK,,NY,,
,[],C00485052,PAC - Nonqualified,Unauthorized,RURAL KIDS PAC,,DC,,
RURAL/METRO CORPORATION,[],C00288613,PAC - Qualified,Unauthorized,RURAL/METRO FEDERAL MANAGEMENT POLITICAL ACTION COMMITTEE,Corporation,AZ,,
,['H2IL08120'],C00503631,House,Principal campaign committee,RUSCITTI FOR CONGRESS,,IL,,
ROCKET PAC,['H6NJ12144'],C00313684,House,Principal campaign committee,RUSH HOLT FOR CONGRESS,,NJ,,
NONE,[],C00496406,PAC - Qualified,Unauthorized,RUSHMORE PAC,,SD,,
,['H0MO00019'],C00493684,House,Principal campaign committee,RUSS CARNAHAN FOR CONGRESS,,MO,,
,['H0MO00019'],C00386276,House,Authorized by a candidate,RUSS CARNAHAN IN CONGRESS COMMITTEE,,MO,,
,[],C00093195,PAC - Qualified,Unauthorized,RUSSELL ATHLETIC CORPORATION POLITICAL ACTION COMMITTEE,Corporation,AL,,
,['H6NY18153'],C00428292,House,Principal campaign committee,RUSSELL FOR CONGRESS,,NY,,
RUSSELL INVESTMENT GROUP,[],C00421016,PAC - Qualified,Lobbyist/Registrant PAC,RUSSELL INVESTMENT GROUP FEDERAL POLITICAL ACTION COMMITTEE,Corporation,WA,tw_banking_and_finance,Financial Businesses
,[],C00523860,Super PAC (Independent Expenditure-Only),Unauthorized,RUSSIA WATCH,,WI,,
,['H0ID02079'],C00468025,House,Principal campaign committee,RUSS MATHEWS FOR CONGRESS,,ID,,
RUST CONSULTING INC,[],C00468223,PAC - Nonqualified,Unauthorized,RUST CONSULTING INC ADMINISTRATIVE EXCELLENCE POLITICAL ACTION COMMITTEE (RUST PAC,Corporation,MN,,
,['H0MO03153'],C00482919,House,Principal campaign committee,RUSTY WALLACE FOR US CONGRESS,,MO,,
,['H0AZ07017'],C00462309,House,Principal campaign committee,RUTH MCCLUNG FOR CONGRESS,,AZ,,
,['H2AZ03087'],C00495416,House,Principal campaign committee,R W JENNA FOR CONGRESS,,AZ,,
,[],C00365528,PAC - Qualified,Unauthorized,RWJ FUND FOR HEALTH CARE EXCELLENCE,Corporation,NJ,,
,[],C90010083,Independent expenditure filer (not a committee),Unauthorized,"RYAN, ANTHONY H",,NH,,
PROSPERITY ACTION INC,['H8WI01024'],C00330894,PAC - Qualified,Unauthorized,"RYAN FOR CONGRESS, INC.",,WI,,
